,id,name,level,parent
1270,995,Swimwear,4,Shopping
1272,996,Uniforms & Workwear,4,Shopping
1273,997,Women's Clothing,4,Shopping
1361,998,Fantasy Sports,3,Sports
812,999,Recreational Aviation,3,Hobbies & Leisure
1362,1000,Individual Sports,3,Sports
1381,1001,Team Sports,3,Sports
837,1002,Water Activities,3,Hobbies & Leisure
1408,1003,Luggage & Travel Accessories,3,Travel
1409,1004,Specialty Travel,3,Travel
1412,1005,Ecotourism,4,Travel
1417,1006,Historical Sites & Buildings,4,Travel
1420,1007,Regional Parks & Gardens,4,Travel
1421,1008,Theme Parks,4,Travel
1164,1009,Zoos-Aquariums-Preserves,4,Pets & Animals
1423,1010,Travel Agencies & Services,3,Travel
1426,1011,Travel Guides & Travelogues,3,Travel
923,1012,Early Childhood Education,4,Jobs & Education
177,1013,Classic Vehicles,3,Autos & Vehicles
1188,1014,City & Local Guides,4,Reference
918,1015,Alumni & Reunions,4,Jobs & Education
769,1016,Bowling,3,Hobbies & Leisure
1387,1017,Handball,4,Sports
1425,1019,Vacation Offers,4,Travel
89,1020,Religious Music,4,Arts & Entertainment
85,1021,Pop Music,4,Arts & Entertainment
64,1022,Experimental & Industrial Music,4,Arts & Entertainment
65,1023,Folk & Traditional Music,4,Arts & Entertainment
72,1024,Music Equipment & Technology,4,Arts & Entertainment
80,1027,Music Reference,4,Arts & Entertainment
139,1055,TV Commercials,4,Arts & Entertainment
190,1056,Trucks,4,Autos & Vehicles
189,1057,SUVs,4,Autos & Vehicles
191,1058,Vans & Minivans,4,Autos & Vehicles
195,1059,Bentley,4,Autos & Vehicles
197,1060,Buick,4,Autos & Vehicles
203,1061,Ferrari,4,Autos & Vehicles
209,1062,Hummer,4,Autos & Vehicles
212,1063,Jaguar,4,Autos & Vehicles
215,1064,Lamborghini,4,Autos & Vehicles
216,1065,Land Rover,4,Autos & Vehicles
219,1066,Maserati,4,Autos & Vehicles
223,1067,Mini,4,Autos & Vehicles
231,1068,Rolls-Royce,4,Autos & Vehicles
235,1070,Suzuki,4,Autos & Vehicles
43,1072,Documentary Films,4,Arts & Entertainment
1353,1073,College Sports,3,Sports
1416,1074,Beaches & Islands,4,Travel
944,1075,Courts & Judiciary,4,Law & Government
367,1076,Signage,4,Business & Industrial
1025,1077,Sports News,3,News
1172,1080,Real Estate Listings,3,Real Estate
1173,1081,Timeshares & Vacation Properties,3,Real Estate
1379,1082,Sports Coaching & Training,3,Sports
1346,1083,Sports Memorabilia,4,Shopping
1187,1084,Geographic Reference,3,Reference
20,1085,Movie Listings & Theater Showtimes,4,Arts & Entertainment
18,1086,Film Festivals,4,Arts & Entertainment
71,1087,Music Education & Instruction,4,Arts & Entertainment
1195,1093,Philosophy,4,Reference
44,1094,Drama Films,4,Arts & Entertainment
27,1095,Comedy Films,4,Arts & Entertainment
57,1096,"Thriller, Crime & Mystery Films",4,Arts & Entertainment
33,1097,Action & Adventure Films,4,Arts & Entertainment
39,1102,Classic Films,4,Arts & Entertainment
42,1103,Cult & Indie Films,4,Arts & Entertainment
4,1104,Animated Films,4,Arts & Entertainment
54,1105,Musical Films,4,Arts & Entertainment
52,1106,Movie Reference,4,Arts & Entertainment
563,1109,Mobile Apps & Add-Ons,4,Computers & Electronics
12,1115,Recording Industry,4,Arts & Entertainment
9,1116,Film & TV Industry,4,Arts & Entertainment
930,1118,Special Education,4,Jobs & Education
1419,1119,Mountain & Ski Resorts,4,Travel
1418,1120,Lakes & Rivers,4,Travel
1371,1126,Skate Sports,4,Sports
1131,1127,Poverty & Hunger,4,People & Society
1071,1131,Family & Relationships,3,People & Society
1073,1132,Family,4,People & Society
1084,1133,Marriage,4,People & Society
1083,1134,Friendship,4,People & Society
1087,1135,Romance,4,People & Society
1185,1136,Public Records,4,Reference
312,1138,Business Finance,3,Business & Industrial
314,1139,Investment Banking,4,Business & Industrial
175,1140,Boats & Watercraft,3,Autos & Vehicles
1242,1141,Robotics,4,Science
907,1142,Web Apps & Online Tools,3,Internet & Telecom
1326,1143,Entertainment Media,3,Shopping
1331,1144,Entertainment Media Rentals,4,Shopping
658,1146,Video Game Retailers,4,Games
186,1147,Personal Aircraft,3,Autos & Vehicles
1395,1148,Skiing & Snowboarding,4,Sports
1394,1149,Ice Skating,4,Sports
439,1150,Mail & Package Delivery,4,Business & Industrial
413,1152,Fluid Handling,4,Business & Industrial
869,1153,Plumbing,4,Home & Garden
273,1155,Fashion Modeling,4,Beauty & Fitness
324,1159,Business Operations,3,Business & Industrial
313,1160,Commercial Lending,4,Business & Industrial
953,1161,Public Finance,4,Law & Government
344,1162,Consulting,4,Business & Industrial
322,1163,Financial Markets,4,Business & Industrial
321,1164,Economy News,4,Business & Industrial
323,1165,Fiscal Policy News,4,Business & Industrial
1127,1166,Housing & Development,4,People & Society
162,1167,Painting,4,Arts & Entertainment
1232,1168,Earth Sciences,3,Science
1236,1169,Paleontology,4,Science
892,1171,Mobile & Wireless Accessories,4,Internet & Telecom
23,1173,Dress-Up & Fashion Games,4,Arts & Entertainment
25,1174,Fun Tests & Silly Surveys,4,Arts & Entertainment
870,1175,Roofing,4,Home & Garden
421,1176,Printing & Publishing,3,Business & Industrial
291,1177,Writers Resources,3,Books & Literature
1167,1178,Commercial & Investment Real Estate,3,Real Estate
318,1179,Company News,4,Business & Industrial
29,1180,Political Humor,4,Arts & Entertainment
886,1182,Radio Equipment,4,Internet & Telecom
285,1183,Children's Literature,3,Books & Literature
288,1184,Literary Classics,3,Books & Literature
135,1185,Opera,4,Arts & Entertainment
140,1187,TV Guides & Reference,4,Arts & Entertainment
248,1188,Car Electronics,4,Autos & Vehicles
173,1190,Automotive Industry,3,Autos & Vehicles
174,1191,Bicycles & Accessories,3,Autos & Vehicles
498,1192,Electronic Accessories,4,Computers & Electronics
156,1195,Arts Education,4,Arts & Entertainment
1396,1198,World Sports Competitions,3,Sports
425,1199,Professional & Trade Associations,3,Business & Industrial
429,1200,Business Formation,4,Business & Industrial
1022,1201,Opinion & Commentary,4,News
1023,1202,Political Polls & Surveys,4,News
1021,1203,Media Critics & Watchdogs,4,News
1015,1204,Journalism & News Industry,3,News
1061,1205,Discrimination & Identity Relations,4,People & Society
1359,1206,Drag & Street Racing,4,Sports
1360,1207,Stunts & Dangerous Feats,4,Sports
1028,1209,World News,3,News
1347,1210,Swap Meets & Outdoor Markets,3,Shopping
683,1211,Ear Nose & Throat,4,Health
187,1212,Scooters & Mopeds,3,Autos & Vehicles
176,1213,Campers & RVs,3,Autos & Vehicles
178,1214,Commercial Vehicles,3,Autos & Vehicles
179,1215,Cargo Trucks & Trailers,4,Autos & Vehicles
252,1216,Engine & Transmission,4,Autos & Vehicles
246,1217,Auto Exterior,4,Autos & Vehicles
247,1218,Auto Interior,4,Autos & Vehicles
260,1219,Beauty Pageants,3,Beauty & Fitness
262,1220,Cosmetic Procedures,3,Beauty & Fitness
949,1221,Intelligence & Counterterrorism,4,Law & Government
123,1222,Online Image Galleries,4,Arts & Entertainment
1039,1223,Clip Art & Animated GIFs,4,Online Communities
763,1224,Eyeglasses & Contacts,4,Health
1351,1225,Wholesalers & Liquidators,3,Shopping
1219,1226,Neuroscience,4,Science
1221,1227,Computer Science,3,Science
1252,1228,Apparel Services,4,Shopping
776,1230,Fiber & Textile Arts,4,Hobbies & Leisure
867,1232,House Painting & Finishing,4,Home & Garden
1209,1233,Technical Reference,3,Reference
900,1234,People Search,4,Internet & Telecom
761,1235,Steroids & Performance-Enhancing Drugs,4,Health
754,1236,Sexual Enhancement,4,Health
760,1237,Smoking & Smoking Cessation,4,Health
675,1238,Cleansing & Detoxification,4,Health
674,1239,Acupuncture & Chinese Medicine,4,Health
133,1243,Broadway & Musical Theater,4,Arts & Entertainment
30,1244,Spoofs & Satire,4,Arts & Entertainment
1400,1245,Airport Parking & Transportation,4,Travel
978,1247,Air Force,4,Law & Government
979,1248,Army,4,Law & Government
982,1249,Navy,4,Law & Government
980,1250,Marines,4,Law & Government
1113,1251,Scientology,4,People & Society
1245,1252,Statistics,4,Science
709,1253,Health News,3,Health
1233,1254,Atmospheric Science,4,Science
1239,1255,Climate Change & Global Warming,4,Science
710,1256,Health Policy,4,Health
1057,1257,Asians & Diaspora,4,People & Society
1111,1258,Pagan & Esoteric Traditions,4,People & Society
1012,1259,Scandals & Investigations,4,News
1088,1260,Troubled Relationships,4,People & Society
1198,1264,Foreign Language Resources,4,Reference
257,1267,"Vehicle Specs, Reviews & Comparisons",4,Autos & Vehicles
256,1268,Fuel Economy & Gas Prices,4,Autos & Vehicles
253,1269,Vehicle Fuels & Lubricants,4,Autos & Vehicles
966,1272,Business & Corporate Law,4,Law & Government
1373,1273,Live Sporting Events,3,Sports
772,1276,"Contests, Awards & Prizes",3,Hobbies & Leisure
540,1279,VPN & Remote Access,4,Computers & Electronics
1128,1280,Human Rights & Liberties,4,People & Society
1132,1281,Privacy Issues,4,People & Society
597,1282,Grants & Financial Assistance,3,Finance
587,1283,Tax Preparation & Planning,4,Finance
917,1289,Academic Conferences & Publications,4,Jobs & Education
659,1290,Family-Oriented Games & Activities,3,Games
47,1291,Family Films,4,Arts & Entertainment
855,1292,Small Kitchen Appliances,4,Home & Garden
854,1293,Major Kitchen Appliances,4,Home & Garden
241,1294,Vehicle Codes & Driving Laws,3,Autos & Vehicles
1112,1296,Places of Worship,4,People & Society
537,1298,Distributed & Parallel Computing,4,Computers & Electronics
1224,1299,Machine Learning & Artificial Intelligence,4,Science
450,1300,CAD & CAM,3,Computers & Electronics
1134,1301,Same-Sex Marriage,4,People & Society
1139,1302,Communications & Media Studies,4,People & Society
1072,1304,Etiquette,4,People & Society
840,1305,Diving & Underwater Activities,4,Hobbies & Leisure
444,1306,Parking,4,Business & Industrial
932,1308,Study Abroad,4,Jobs & Education
55,1310,Romance Films,4,Arts & Entertainment
640,1311,Action & Platform Games,4,Games
1129,1313,Immigration Policy & Border Issues,4,People & Society
1123,1314,Drug Laws & Policy,4,People & Society
954,1316,Public Policy,4,Law & Government
183,1317,Microcars & City Cars,3,Autos & Vehicles
685,1328,Endocrine Conditions,4,Health
1405,1339,Carpooling & Ridesharing,3,Travel
1117,1340,Theology & Religious Study,4,People & Society
657,1342,Video Game Emulation,4,Games
650,1343,Gaming Media & Reference,4,Games
446,1347,Public Storage,4,Business & Industrial
871,1348,Home Storage & Shelving,3,Home & Garden
393,1349,Water Supply & Treatment,4,Business & Industrial
759,1350,Drug & Alcohol Treatment,4,Health
758,1351,Drug & Alcohol Testing,4,Health
712,1352,Assistive Technology,4,Health
155,1361,Art & Craft Supplies,4,Arts & Entertainment
860,1362,Rugs & Carpets,4,Home & Garden
858,1363,Clocks,4,Home & Garden
879,1364,Laundry,3,Home & Garden
845,1365,Bathroom,4,Home & Garden
846,1366,Bedroom,4,Home & Garden
861,1370,Sofas & Chairs,4,Home & Garden
856,1371,Water Filters & Purifiers,4,Home & Garden
880,1372,Nursery & Playroom,3,Home & Garden
211,1378,Isuzu,4,Autos & Vehicles
889,1379,Text & Instant Messaging,4,Internet & Telecom
182,1380,Electric & Plug-In Vehicles,4,Autos & Vehicles
888,1381,Microblogging,4,Internet & Telecom
948,1385,Government Contracting & Procurement,4,Law & Government
951,1386,Lobbying,4,Law & Government
947,1387,Government Agencies,4,Law & Government
934,1388,Training & Certification,4,Jobs & Education
1411,1389,Agritourism,4,Travel
1413,1390,Sightseeing Tours,4,Travel
1414,1391,Vineyards & Wine Tourism,4,Travel
1424,1392,Tourist Boards & Visitor Centers,4,Travel
660,1397,Drawing & Coloring,4,Games
