,id,name,level,parent
477,463,Évaluations et expertises immobilières,3,Immobilier
379,465,Assurance habitation,4,Finance
390,466,Crédit immobilier,4,Finance
378,467,Assurance auto,4,Finance
391,468,Financement auto,4,Finance
874,471,Désinsectisation et dératisation,3,Maison et jardinage
875,472,Employés de maison,3,Maison et jardinage
243,473,Achat de véhicules,3,Automobiles et véhicules
1080,474,Sciences humaines,3,Références
91,477,Architecture,4,Arts et divertissements
737,485,Moteurs de recherche,3,Internet et télécoms
650,486,Logiciels de graphisme et d'animation,5,Informatique et électronique
682,487,Moniteurs et écrans d'ordinateur,5,Informatique et électronique
698,488,Formats des données et protocoles,4,Informatique et électronique
618,492,Lecteurs et enregistreurs vidéo,5,Informatique et électronique
683,493,Périphériques d'entrée,5,Informatique et électronique
678,494,Imprimantes,6,Informatique et électronique
680,495,Scanners,6,Informatique et électronique
685,496,Stockage de données,4,Informatique et électronique
648,497,Logiciels multimédia,4,Informatique et électronique
637,498,Logiciels d'entreprise et de productivité,4,Informatique et électronique
1138,499,Médecines douces et naturelles,3,Santé
1180,500,Physiothérapie,4,Santé
733,501,Fournisseurs d'accès au câble et au satellite,4,Internet et télécoms
470,502,Sous-cultures et centres d'intérêt,3,Hobbies et loisirs
472,503,Sous-culture gothique,4,Hobbies et loisirs
347,504,Services et ressources de création de blogs,3,Communautés en ligne
1197,505,Chimie,3,Sciences
5,507,Actualités des journaux populaires et tabloïds,3,Actualités
843,508,Services sociaux,3,Justice et administrations
571,509,Sciences sociales,3,Individus et société
577,510,Statistiques démographiques,4,Individus et société
845,511,Services de conseil,4,Justice et administrations
1379,512,Lutte,4,Sports
1358,513,Jeux Olympiques,4,Sports
1376,514,Sports de combat,3,Sports
1378,515,Boxe,4,Sports
1377,516,Arts martiaux,4,Sports
1370,517,Rugby,4,Sports
1384,518,Athlétisme,4,Sports
1390,519,Gymnastique,4,Sports
572,520,Économie,4,Individus et société
576,521,Relations internationales,4,Individus et société
819,522,Droit de la famille,4,Justice et administrations
1055,527,Annuaires et répertoires,3,Références
522,528,Sud-asiatiques et diasporas,5,Individus et société
344,529,Réseaux sociaux,3,Communautés en ligne
1291,530,Sous-vêtements,4,Shopping
1305,531,Portails d'achats en ligne et moteurs de recherche,3,Shopping
635,532,Sonneries et accessoires pour téléphones mobiles,5,Informatique et électronique
1054,533,Références,2,nul
1371,534,Supporters,4,Sports
835,535,Respect de la loi,4,Justice et administrations
1158,536,Éducation et conseils sexuels,4,Santé
153,538,Insolite et extrême,4,Arts et divertissements
109,539,Divertissement et infos diverses,3,Arts et divertissements
848,540,Fan fiction,3,Livres et littérature
438,541,Course et randonnée,3,Hobbies et loisirs
403,542,Randonnées et camping,4,Hobbies et loisirs
575,543,Psychologie,4,Individus et société
342,546,Services matrimoniaux,4,Communautés en ligne
517,547,Américains d'origine africaine,5,Individus et société
529,548,Latinos et latino-américains,4,Individus et société
520,549,Est-asiatiques et diasporas,5,Individus et société
524,550,Culture juive,4,Individus et société
994,551,Petites entreprises,3,Marchés commerciaux et industriels
996,552,Marketing multiniveau et opportunités commerciales,4,Marchés commerciaux et industriels
1380,554,Sports extrêmes,3,Sports
807,555,Visa et immigration,4,Justice et administrations
518,556,Arabes et Moyen-Orientaux,4,Individus et société
1351,557,Massothérapie,4,Soins du corps et remise en forme
1153,558,Gynécologue obstétricien,4,Santé
1130,559,Pathologies cardiaques et hypertension,4,Santé
34,560,Boissons non alcoolisées,3,Alimentation et boissons
55,563,Animaux de compagnie,3,Animaux et animaux de compagnie
854,565,Poésie,3,Livres et littérature
1037,566,Textiles et non-tissés,3,Marchés commerciaux et industriels
591,567,Assistance technique,3,Informatique et électronique
401,568,Équitation,4,Hobbies et loisirs
73,569,Agendas et événementiel,3,Arts et divertissements
1134,571,Troubles alimentaires,4,Santé
18,572,Informations locales,3,Actualités
462,573,Équipement photo et vidéo,4,Hobbies et loisirs
1319,574,Photothèques,4,Shopping
224,575,Webcams et visites virtuelles,4,Arts et divertissements
1318,576,Services photo et vidéo professionnels,3,Shopping
468,577,Logiciels de photos et de vidéos,4,Hobbies et loisirs
334,578,Thèmes graphiques et fonds d'écran,4,Communautés en ligne
516,579,Africains et diasporas,4,Individus et société
521,580,Natifs des îles du Pacifique et d'Asie du Sud-Est,5,Individus et société
81,581,Danse,4,Arts et divertissements
330,582,Blogs et sites personnels,3,Communautés en ligne
172,585,Gospel et musique chrétienne,5,Arts et divertissements
164,586,Musique classique,4,Arts et divertissements
166,587,Musique country,4,Arts et divertissements
160,588,Dance et musique électronique,4,Arts et divertissements
161,589,Jazz et blues,4,Arts et divertissements
197,590,Rock,4,Arts et divertissements
181,591,Musique latino,5,Arts et divertissements
173,592,Musique urbaine et hip-hop,4,Arts et divertissements
177,593,Musiques du monde,4,Arts et divertissements
957,606,Exploitation minière et métaux,3,Marchés commerciaux et industriels
56,607,Animaux exotiques,4,Animaux et animaux de compagnie
852,608,Livres numériques,3,Livres et littérature
1083,609,Mythes et folklore,4,Références
305,610,Pick-up et véhicules tout terrain,3,Automobiles et véhicules
1340,611,Yoga et Pilates,4,Soins du corps et remise en forme
145,612,Industrie du divertissement et des loisirs,3,Arts et divertissements
212,613,Supports en ligne,3,Arts et divertissements
1231,614,Billetterie,3,Shopping
127,615,Films d'horreur,4,Arts et divertissements
128,616,Films de science-fiction et fantastiques,4,Arts et divertissements
195,617,Paroles et partitions,5,Arts et divertissements
158,618,Concerts et spectacles musicaux,4,Arts et divertissements
396,619,Pension et retraite,3,Finance
963,620,Gestion des risques,4,Marchés commerciaux et industriels
923,621,Production alimentaire,4,Marchés commerciaux et industriels
756,622,Jeux de rôles,3,Jeux
1187,623,Vieillesse et soins gériatriques,3,Santé
1188,624,Maladie d'Alzheimer,4,Santé
1133,625,SIDA et VIH,4,Santé
1108,626,Allergies,4,Santé
1127,627,Asthme,5,Santé
1109,628,Arthrite,4,Santé
1132,629,Rhume et grippe,4,Santé
1112,630,Diabète,4,Santé
1114,631,Maux de tête et migraines,5,Santé
1120,632,Maladies infectieuses,4,Santé
1135,633,Troubles du sommeil,4,Santé
1178,634,Cabinets médicaux,4,Santé
1181,635,Procédures médicales,4,Santé
1165,636,Santé masculine,3,Santé
1131,638,RGO et troubles digestifs,4,Santé
1171,639,Stress et anxiété,4,Santé
1168,640,Dépression,4,Santé
1169,641,Difficultés d'apprentissage et troubles du développement,4,Santé
1170,642,Trouble déficitaire de l'attention et hyperactivité,5,Santé
1143,643,Problèmes de cholestérol,5,Santé
1175,644,Santé et sécurité au travail,4,Santé
1147,645,Pédiatrie,3,Santé
1151,646,Traitements et médicaments,4,Santé
1163,647,Stérilité,4,Santé
1152,648,Santé féminine,3,Santé
1149,649,Aide à domicile et soins de longue durée,4,Santé
931,650,Fournitures et matériaux de construction,4,Marchés commerciaux et industriels
937,651,Génie civil,4,Marchés commerciaux et industriels
930,652,Conseil et passation de marchés dans le secteur du bâtiment,4,Marchés commerciaux et industriels
92,653,Conception,4,Arts et divertissements
94,654,Conception graphique,5,Arts et divertissements
95,655,Conception industrielle et de produits,5,Arts et divertissements
96,656,Décoration d'intérieur,5,Arts et divertissements
947,657,Énergies renouvelables et alternatives,4,Marchés commerciaux et industriels
945,658,Compagnies d'électricité,4,Marchés commerciaux et industriels
950,659,Pétrole et gaz,4,Marchés commerciaux et industriels
948,660,Gestion des déchets,4,Marchés commerciaux et industriels
959,661,Automatisation industrielle,4,Marchés commerciaux et industriels
1039,662,Aviation,4,Marchés commerciaux et industriels
1042,663,Coursiers et services de distribution du courrier,5,Marchés commerciaux et industriels
1043,664,Distribution et logistique,4,Marchés commerciaux et industriels
1052,665,Transport maritime,4,Marchés commerciaux et industriels
1051,666,Transport ferroviaire,4,Marchés commerciaux et industriels
1053,667,Transports urbains,4,Marchés commerciaux et industriels
941,668,Technologie spatiale,4,Marchés commerciaux et industriels
940,669,Industrie de la défense,4,Marchés commerciaux et industriels
971,670,Produits agrochimiques,4,Marchés commerciaux et industriels
972,671,Produits d'entretien,4,Marchés commerciaux et industriels
973,672,Revêtements et adhésifs,4,Marchés commerciaux et industriels
974,673,Teintures et colorants,4,Marchés commerciaux et industriels
970,674,Plastiques et polymères,4,Marchés commerciaux et industriels
746,675,Statistiques et analyses Web,4,Internet et télécoms
471,676,Science-fiction et fantastique,4,Hobbies et loisirs
484,677,Besoins des personnes handicapées et besoins particuliers,3,Individus et société
448,678,Vacances et activités saisonnières,4,Hobbies et loisirs
489,679,Centres d'intérêt des enfants,4,Individus et société
488,680,Centres d'intérêt des adolescents,4,Individus et société
531,681,Populations autochtones,4,Individus et société
527,682,Européens de l'Est,4,Individus et société
528,683,Européens occidentaux,4,Individus et société
1070,685,Circulation et transport public,5,Références
938,686,Urbanisme et aménagement du territoire,4,Marchés commerciaux et industriels
481,687,Promotion immobilière,3,Immobilier
399,688,Activités de plein air,3,Hobbies et loisirs
409,689,Surf et natation,4,Hobbies et loisirs
847,690,Biographies et citations,3,Livres et littérature
1066,691,Outils de calcul et de référence,4,Références
1062,692,Dictionnaires et encyclopédies,4,Références
1064,693,"Modèles, guides et formulaires",4,Références
1061,694,Contenus pour bricoleurs et utilisateurs expérimentés,4,Références
1063,695,Heure et calendriers,4,Références
1306,696,Produits de luxe,3,Shopping
1286,697,Chaussures,4,Shopping
1372,699,Volleyball,4,Sports
374,700,Ressources pédagogiques et éducatives,4,Emploi et enseignement
821,701,Droit du travail et de l'emploi,4,Justice et administrations
805,702,Royauté,4,Justice et administrations
546,703,Problèmes liés à l'emploi et au travail,4,Individus et société
830,704,Justice et criminalité,4,Justice et administrations
834,705,Produits et services de sécurité,4,Justice et administrations
844,706,Aide sociale et chômage,4,Justice et administrations
1422,707,Voyages d'aventure,4,Voyages
1400,708,Bus et trains,3,Voyages
668,717,Composants informatiques,4,Informatique et électronique
1030,718,Sous-traitance,4,Marchés commerciaux et industriels
1013,719,Gestion des biens matériels,4,Marchés commerciaux et industriels
1001,720,Contrôle qualité et suivi,4,Marchés commerciaux et industriels
904,721,Procédure commerciale,5,Marchés commerciaux et industriels
903,722,Planification stratégique,5,Marchés commerciaux et industriels
909,723,Rémunération et avantages sociaux,5,Marchés commerciaux et industriels
910,724,Services de paie,5,Marchés commerciaux et industriels
1021,725,Services d'écriture et de révision,4,Marchés commerciaux et industriels
1026,726,Services de sécurité et de prévention contre les incendies,4,Marchés commerciaux et industriels
997,727,Télétravail,4,Marchés commerciaux et industriels
684,728,Serveurs informatiques,4,Informatique et électronique
692,729,Stockage réseau,5,Informatique et électronique
706,730,Outils de développement,4,Informatique et électronique
702,731,C et C++,4,Informatique et électronique
703,732,Java,4,Informatique et électronique
704,733,Langages de script,4,Informatique et électronique
707,734,Windows et .NET,4,Informatique et électronique
663,735,Système d'exploitation Mac,5,Informatique et électronique
662,736,Linux et Unix,5,Informatique et électronique
664,737,Système d'exploitation Windows,5,Informatique et électronique
694,739,Tuning et Modding PC,4,Informatique et électronique
669,740,Cartes son et vidéo,5,Informatique et électronique
671,741,Puces et processeurs,5,Informatique et électronique
587,742,Composants électroniques,4,Informatique et électronique
586,743,Appareils électromécaniques,4,Informatique et électronique
588,744,Fibre optique et optoélectronique,4,Informatique et électronique
585,745,Alimentation électrique,4,Informatique et électronique
590,746,Tests et mesures,4,Informatique et électronique
919,747,Aquaculture,4,Marchés commerciaux et industriels
921,748,Équipement agricole,4,Marchés commerciaux et industriels
924,749,Récoltes de céréales et graines,4,Marchés commerciaux et industriels
925,750,Sylviculture,4,Marchés commerciaux et industriels
922,751,Horticulture,4,Marchés commerciaux et industriels
920,752,Élevage de bétail,4,Marchés commerciaux et industriels
9,784,Actualités financières,3,Actualités
8,785,Actualités en matière de technologie,3,Actualités
460,786,Paintball,3,Hobbies et loisirs
473,787,Télécommande par radio et modélisme,3,Hobbies et loisirs
1192,788,Anatomie,4,Sciences
363,791,Enseignement à domicile,4,Emploi et enseignement
365,792,Enseignement juridique,4,Emploi et enseignement
809,793,Anciens combattants,4,Justice et administrations
632,794,GPS et navigation,4,Informatique et électronique
942,799,Écoles de commerce,3,Marchés commerciaux et industriels
1014,800,Gestion des connaissances,4,Marchés commerciaux et industriels
900,801,Gestion de la chaîne d'approvisionnement,5,Marchés commerciaux et industriels
352,802,Métiers de développeur,4,Emploi et enseignement
