,id,name,level,parent
347,504,Services et ressources de création de blogs,3,nul
1197,505,Chimie,3,nul
5,507,Actualités des journaux populaires et tabloïds,3,nul
843,508,Services sociaux,3,nul
571,509,Sciences sociales,3,nul
577,510,Statistiques démographiques,4,Sciences sociales
845,511,Services de conseil,4,Services sociaux
1379,512,Lutte,4,Sports de combat
1358,513,Jeux Olympiques,4,Compétitions sportives internationales
1376,514,Sports de combat,3,nul
1378,515,Boxe,4,Sports de combat
1377,516,Arts martiaux,4,Sports de combat
1370,517,Rugby,4,Sports d'équipe
1384,518,Athlétisme,4,Sports individuels
1390,519,Gymnastique,4,Sports individuels
572,520,Économie,4,Sciences sociales
576,521,Relations internationales,4,Sciences sociales
819,522,Droit de la famille,4,Droit
1055,527,Annuaires et répertoires,3,nul
522,528,Sud-asiatiques et diasporas,5,Groupes ethniques et identitaires
344,529,Réseaux sociaux,3,nul
1291,530,Sous-vêtements,4,Habillement
1305,531,Portails d'achats en ligne et moteurs de recherche,3,nul
635,532,Sonneries et accessoires pour téléphones mobiles,5,Logiciels
1054,533,Références,2,nul
1371,534,Supporters,4,Sports d'équipe
835,535,Respect de la loi,4,Sécurité publique
1158,536,Éducation et conseils sexuels,4,Santé génésique
153,538,Insolite et extrême,4,Insolite
109,539,Divertissement et infos diverses,3,nul
848,540,Fan fiction,3,nul
438,541,Course et randonnée,3,nul
403,542,Randonnées et camping,4,Activités de plein air
575,543,Psychologie,4,Sciences sociales
342,546,Services matrimoniaux,4,Rencontres
517,547,Américains d'origine africaine,5,Groupes ethniques et identitaires
529,548,Latinos et latino-américains,4,Groupes ethniques et identitaires
520,549,Est-asiatiques et diasporas,5,Groupes ethniques et identitaires
524,550,Culture juive,4,Groupes ethniques et identitaires
994,551,Petites entreprises,3,nul
996,552,Marketing multiniveau et opportunités commerciales,4,Petites entreprises
1380,554,Sports extrêmes,3,nul
807,555,Visa et immigration,4,Administrations
518,556,Arabes et Moyen-Orientaux,4,Groupes ethniques et identitaires
1351,557,Massothérapie,4,Thalassothérapie et soin du corps
1153,558,Gynécologue obstétricien,4,Santé féminine
1130,559,Pathologies cardiaques et hypertension,4,Maladies
34,560,Boissons non alcoolisées,3,nul
55,563,Animaux de compagnie,3,nul
854,565,Poésie,3,nul
1037,566,Textiles et non-tissés,3,nul
591,567,Assistance technique,3,nul
401,568,Équitation,4,Activités de plein air
73,569,Agendas et événementiel,3,nul
1134,571,Troubles alimentaires,4,Maladies
18,572,Informations locales,3,nul
462,573,Équipement photo et vidéo,4,Photographie et arts numériques
1319,574,Photothèques,4,Services photo et vidéo professionnels
224,575,Webcams et visites virtuelles,4,Supports en ligne
1318,576,Services photo et vidéo professionnels,3,nul
468,577,Logiciels de photos et de vidéos,4,Photographie et arts numériques
334,578,Thèmes graphiques et fonds d'écran,4,Cadeaux en ligne
516,579,Africains et diasporas,4,Groupes ethniques et identitaires
521,580,Natifs des îles du Pacifique et d'Asie du Sud-Est,5,Groupes ethniques et identitaires
81,581,Danse,4,Arts du spectacle
330,582,Blogs et sites personnels,3,nul
172,585,Gospel et musique chrétienne,5,Musique et audio
164,586,Musique classique,4,Musique et audio
166,587,Musique country,4,Musique et audio
160,588,Dance et musique électronique,4,Musique et audio
161,589,Jazz et blues,4,Musique et audio
197,590,Rock,4,Musique et audio
181,591,Musique latino,5,Musique et audio
173,592,Musique urbaine et hip-hop,4,Musique et audio
177,593,Musiques du monde,4,Musique et audio
957,606,Exploitation minière et métaux,3,nul
56,607,Animaux exotiques,4,Animaux de compagnie
852,608,Livres numériques,3,nul
1083,609,Mythes et folklore,4,Sciences humaines
305,610,Pick-up et véhicules tout terrain,3,nul
1340,611,Yoga et Pilates,4,Remise en forme
145,612,Industrie du divertissement et des loisirs,3,nul
212,613,Supports en ligne,3,nul
1231,614,Billetterie,3,nul
127,615,Films d'horreur,4,Films
128,616,Films de science-fiction et fantastiques,4,Films
195,617,Paroles et partitions,5,Musique et audio
158,618,Concerts et spectacles musicaux,4,Musique et audio
396,619,Pension et retraite,3,nul
963,620,Gestion des risques,4,Finance d'entreprise
923,621,Production alimentaire,4,Agriculture et sylviculture
756,622,Jeux de rôles,3,nul
1187,623,Vieillesse et soins gériatriques,3,nul
1188,624,Maladie d'Alzheimer,4,Vieillesse et soins gériatriques
1133,625,SIDA et VIH,4,Maladies
1108,626,Allergies,4,Maladies
1127,627,Asthme,5,Maladies
1109,628,Arthrite,4,Maladies
1132,629,Rhume et grippe,4,Maladies
1112,630,Diabète,4,Maladies
1114,631,Maux de tête et migraines,5,Maladies
1120,632,Maladies infectieuses,4,Maladies
1135,633,Troubles du sommeil,4,Maladies
1178,634,Cabinets médicaux,4,Services et établissements médicaux
1181,635,Procédures médicales,4,Services et établissements médicaux
1165,636,Santé masculine,3,nul
1131,638,RGO et troubles digestifs,4,Maladies
1171,639,Stress et anxiété,4,Santé mentale
1168,640,Dépression,4,Santé mentale
1169,641,Difficultés d'apprentissage et troubles du développement,4,Santé mentale
1170,642,Trouble déficitaire de l'attention et hyperactivité,5,Santé mentale
1143,643,Problèmes de cholestérol,5,Nutrition
1175,644,Santé et sécurité au travail,4,Santé publique
1147,645,Pédiatrie,3,nul
1151,646,Traitements et médicaments,4,Pharmacie
1163,647,Stérilité,4,Santé génésique
1152,648,Santé féminine,3,nul
1149,649,Aide à domicile et soins de longue durée,4,Personnel infirmier
931,650,Fournitures et matériaux de construction,4,Construction et maintenance
937,651,Génie civil,4,Construction et maintenance
930,652,Conseil et passation de marchés dans le secteur du bâtiment,4,Construction et maintenance
92,653,Conception,4,Design et arts visuels
94,654,Conception graphique,5,Design et arts visuels
95,655,Conception industrielle et de produits,5,Design et arts visuels
96,656,Décoration d'intérieur,5,Design et arts visuels
947,657,Énergies renouvelables et alternatives,4,Énergie et services collectifs
945,658,Compagnies d'électricité,4,Énergie et services collectifs
950,659,Pétrole et gaz,4,Énergie et services collectifs
948,660,Gestion des déchets,4,Énergie et services collectifs
959,661,Automatisation industrielle,4,Fabrication
1039,662,Aviation,4,Transport et logistique
1042,663,Coursiers et services de distribution du courrier,5,Transport et logistique
1043,664,Distribution et logistique,4,Transport et logistique
1052,665,Transport maritime,4,Transport et logistique
1051,666,Transport ferroviaire,4,Transport et logistique
1053,667,Transports urbains,4,Transport et logistique
941,668,Technologie spatiale,4,Défense et industrie aérospatiale
940,669,Industrie de la défense,4,Défense et industrie aérospatiale
971,670,Produits agrochimiques,4,Industrie chimique
972,671,Produits d'entretien,4,Industrie chimique
973,672,Revêtements et adhésifs,4,Industrie chimique
974,673,Teintures et colorants,4,Industrie chimique
970,674,Plastiques et polymères,4,Industrie chimique
746,675,Statistiques et analyses Web,4,Services Web
471,676,Science-fiction et fantastique,4,Sous-cultures et centres d'intérêt
484,677,Besoins des personnes handicapées et besoins particuliers,3,nul
448,678,Vacances et activités saisonnières,4,Occasions spéciales
489,679,Centres d'intérêt des enfants,4,Enfants et adolescents
488,680,Centres d'intérêt des adolescents,4,Enfants et adolescents
531,681,Populations autochtones,4,Groupes ethniques et identitaires
527,682,Européens de l'Est,4,Groupes ethniques et identitaires
528,683,Européens occidentaux,4,Groupes ethniques et identitaires
1070,685,Circulation et transport public,5,Références géographiques
938,686,Urbanisme et aménagement du territoire,4,Construction et maintenance
481,687,Promotion immobilière,3,nul
399,688,Activités de plein air,3,nul
409,689,Surf et natation,4,Activités nautiques
847,690,Biographies et citations,3,nul
1066,691,Outils de calcul et de référence,4,Références générales
1062,692,Dictionnaires et encyclopédies,4,Références générales
1064,693,"Modèles, guides et formulaires",4,Références générales
1061,694,Contenus pour bricoleurs et utilisateurs expérimentés,4,Références générales
1063,695,Heure et calendriers,4,Références générales
1306,696,Produits de luxe,3,nul
1286,697,Chaussures,4,Habillement
1372,699,Volleyball,4,Sports d'équipe
374,700,Ressources pédagogiques et éducatives,4,Enseignement
821,701,Droit du travail et de l'emploi,4,Droit
805,702,Royauté,4,Administrations
546,703,Problèmes liés à l'emploi et au travail,4,Problèmes sociaux et militantisme
830,704,Justice et criminalité,4,Sécurité publique
834,705,Produits et services de sécurité,4,Sécurité publique
844,706,Aide sociale et chômage,4,Services sociaux
1422,707,Voyages d'aventure,4,Voyages à thème
1400,708,Bus et trains,3,nul
668,717,Composants informatiques,4,Matériel informatique
1030,718,Sous-traitance,4,Services professionnels
1013,719,Gestion des biens matériels,4,Services professionnels
1001,720,Contrôle qualité et suivi,4,Services professionnels
904,721,Procédure commerciale,5,Activités commerciales
903,722,Planification stratégique,5,Activités commerciales
909,723,Rémunération et avantages sociaux,5,Activités commerciales
910,724,Services de paie,5,Activités commerciales
1021,725,Services d'écriture et de révision,4,Services professionnels
1026,726,Services de sécurité et de prévention contre les incendies,4,Services professionnels
997,727,Télétravail,4,Petites entreprises
684,728,Serveurs informatiques,4,Matériel informatique
692,729,Stockage réseau,5,Matériel informatique
706,730,Outils de développement,4,Programmation
702,731,C et C++,4,Programmation
703,732,Java,4,Programmation
704,733,Langages de script,4,Programmation
707,734,Windows et .NET,4,Programmation
663,735,Système d'exploitation Mac,5,Logiciels
662,736,Linux et Unix,5,Logiciels
664,737,Système d'exploitation Windows,5,Logiciels
694,739,Tuning et Modding PC,4,Matériel informatique
669,740,Cartes son et vidéo,5,Matériel informatique
671,741,Puces et processeurs,5,Matériel informatique
587,742,Composants électroniques,4,Appareils électroniques et électriques
586,743,Appareils électromécaniques,4,Appareils électroniques et électriques
588,744,Fibre optique et optoélectronique,4,Appareils électroniques et électriques
585,745,Alimentation électrique,4,Appareils électroniques et électriques
590,746,Tests et mesures,4,Appareils électroniques et électriques
919,747,Aquaculture,4,Agriculture et sylviculture
921,748,Équipement agricole,4,Agriculture et sylviculture
924,749,Récoltes de céréales et graines,4,Agriculture et sylviculture
925,750,Sylviculture,4,Agriculture et sylviculture
922,751,Horticulture,4,Agriculture et sylviculture
920,752,Élevage de bétail,4,Agriculture et sylviculture
9,784,Actualités financières,3,nul
8,785,Actualités en matière de technologie,3,nul
460,786,Paintball,3,nul
473,787,Télécommande par radio et modélisme,3,nul
1192,788,Anatomie,4,Biologie
363,791,Enseignement à domicile,4,Enseignement
365,792,Enseignement juridique,4,Enseignement
809,793,Anciens combattants,4,Armée
632,794,GPS et navigation,4,Électronique grand public
942,799,Écoles de commerce,3,nul
1014,800,Gestion des connaissances,4,Services professionnels
900,801,Gestion de la chaîne d'approvisionnement,5,Activités commerciales
352,802,Métiers de développeur,4,Emploi
319,803,Salons de l'automobile,3,nul
657,804,Logiciels pédagogiques,4,Logiciels
656,805,Polices,6,Logiciels
326,806,Véhicules puissants et personnalisés,3,nul
644,807,Logiciels Internet,4,Logiciels
645,808,Gestion de contenu,5,Logiciels
191,809,Podcasts,5,Musique et audio
324,810,Véhicules hybrides et alternatifs,3,nul
389,811,Cartes de paiement,4,Crédit et prêt
393,812,Gestion des dettes,4,Crédit et prêt
383,813,Financement des études,4,Bourse et aides financières
384,814,Change et devises,3,nul
253,815,Marques automobiles,3,nul
51,816,Fourniture d'équipements dans le secteur de la restauration,4,Restaurants
1110,817,Blessures,4,Maladies
1128,818,Obésité,4,Maladies
1113,819,Gestion de la douleur,4,Maladies
254,820,Acura,4,Marques automobiles
255,821,Audi,4,Marques automobiles
257,822,BMW,4,Marques automobiles
259,823,Cadillac,4,Marques automobiles
1126,824,Maladies respiratoires,4,Maladies
39,825,Cuisine végétarienne,4,Cuisine et recettes
260,826,Chevrolet,4,Marques automobiles
893,827,Portes et fenêtres,4,Travaux d'intérieur
873,828,"Chauffage, ventilation et climatisation",3,nul
934,829,"Clous, vis et éléments de fixation",5,Construction et maintenance
935,830,Équipements et accessoires de plomberie,5,Construction et maintenance
932,831,Bois et plastique,5,Construction et maintenance
894,832,Revêtement de sol,4,Travaux d'intérieur
261,833,Chrysler,4,Marques automobiles
262,834,Citroën,4,Marques automobiles
953,835,Alternateurs,4,Équipements et matériaux industriels
263,836,Dodge,4,Marques automobiles
954,837,Équipements lourds,4,Équipements et matériaux industriels
265,838,Fiat,4,Marques automobiles
956,839,"Vannes, tuyaux et raccords",5,Équipements et matériaux industriels
266,840,Ford,4,Marques automobiles
927,841,Commerce de détail,3,nul
268,842,GMC,4,Marques automobiles
269,843,Honda,4,Marques automobiles
928,844,Équipements et technologie,4,Commerce de détail
