,id,name,level,parent
271,845,Hyundai,4,Marques automobiles
274,846,Jeep,4,Marques automobiles
332,847,Applications et extensions pour réseaux sociaux,4,Cadeaux en ligne
275,848,Kia,4,Marques automobiles
278,849,Lexus,4,Marques automobiles
279,850,Lincoln,4,Marques automobiles
281,851,Mazda,4,Marques automobiles
282,852,Mercedes-Benz,4,Marques automobiles
283,853,Mercury,4,Marques automobiles
285,854,Mitsubishi,4,Marques automobiles
286,855,Nissan,4,Marques automobiles
288,856,Peugeot,4,Marques automobiles
289,857,Pontiac,4,Marques automobiles
290,858,Porsche,4,Marques automobiles
291,859,Renault-Samsung,4,Marques automobiles
294,860,Saturn,4,Marques automobiles
295,861,Subaru,4,Marques automobiles
555,862,Bouddhisme,4,Religions et croyances
297,863,Toyota,4,Marques automobiles
556,864,Christianisme,4,Religions et croyances
300,865,Volkswagen,4,Marques automobiles
560,866,Hindouisme,4,Religions et croyances
301,867,Volvo,4,Marques automobiles
561,868,Islam,4,Religions et croyances
563,869,Judaïsme,4,Religions et croyances
554,870,Auto-assistance et motivation,4,Religions et croyances
67,882,Produits et services pour les animaux,3,nul
69,883,Soins et protection des animaux,4,Produits et services pour les animaux
61,884,Oiseaux,4,Animaux de compagnie
57,885,Chats,4,Animaux de compagnie
59,886,Chiens,4,Animaux de compagnie
62,887,Poissons et aquariums,4,Animaux de compagnie
58,888,Chevaux,4,Animaux de compagnie
60,889,Lapins et rongeurs,4,Animaux de compagnie
63,890,Reptiles et amphibiens,4,Animaux de compagnie
77,891,Concerts et festivals de musique,4,Agendas et événementiel
196,892,Partitions,5,Musique et audio
157,893,Bandes-son,4,Musique et audio
83,894,Théâtre et arts dramatiques,4,Arts du spectacle
144,895,Spectacles comiques,4,Humour
267,896,GM-Daewoo,4,Marques automobiles
293,897,Saab,4,Marques automobiles
299,898,Vauxhall-Opel,4,Marques automobiles
595,899,Consoles de jeux,4,Électronique grand public
589,900,Références et fiches techniques dans le domaine de l'électronique,4,Appareils électroniques et électriques
636,901,Gratuiciels et partagiciels,4,Logiciels
647,902,Serveurs proxy et systèmes de filtrage,5,Logiciels
397,903,Planification financière,3,nul
395,904,Transactions sur matières premières et opérations à terme,4,Investissements
962,905,Capital-risque,4,Finance d'entreprise
36,906,Bonbons et sucreries,3,nul
48,907,Viennoiseries,4,Cuisine et recettes
45,908,Fruits et légumes,4,Cuisine et recettes
47,909,Viande et fruits de mer,4,Cuisine et recettes
46,910,Soupes et ragoûts,4,Cuisine et recettes
40,911,Cuisines du monde,4,Cuisine et recettes
41,912,Cuisine asiatique,5,Cuisine et recettes
42,913,Cuisine latino-américaine,5,Cuisine et recettes
43,914,Cuisine méditerranéenne,5,Cuisine et recettes
44,915,Cuisine nord-américaine,5,Cuisine et recettes
35,916,Thé et café,4,Boissons non alcoolisées
52,917,Guides gastronomiques,4,Restaurants
53,918,Restauration rapide,4,Restaurants
749,919,Jeux à pièces et jeux d'arcade,3,nul
753,920,Jeux de plateau,3,nul
754,921,Échecs et jeux de stratégie abstraits,4,Jeux de plateau
755,922,Jeux de guerre et de stratégie,4,Jeux de plateau
751,923,Jeux de cartes à collectionner,4,Jeux de cartes
752,924,Poker et jeux de casino,4,Jeux de cartes
774,925,Jeux d'aventure,4,Jeux vidéo et informatiques
782,926,Jeux grand public,4,Jeux vidéo et informatiques
776,927,Jeux de course automobile et de pilotage,4,Jeux vidéo et informatiques
775,928,Jeux de combat,4,Jeux vidéo et informatiques
777,929,Jeux de musique et de danse,4,Jeux vidéo et informatiques
781,930,Jeux de tir,4,Jeux vidéo et informatiques
778,931,Jeux de simulation,4,Jeux vidéo et informatiques
779,932,Jeux de sports,4,Jeux vidéo et informatiques
780,933,Jeux de stratégie,4,Jeux vidéo et informatiques
762,935,Jeux massivement multijoueurs,4,Jeux en ligne
757,936,Jeux de société,3,nul
786,937,Puzzles et casse-tête,3,nul
758,938,Jeux de table,3,nul
759,939,Billards,4,Jeux de table
760,940,Tennis de table,4,Jeux de table
1119,941,Maladies génétiques,4,Maladies
1136,942,Troubles neurologiques,4,Maladies
1184,943,Tests et examens médicaux,5,Services et établissements médicaux
1182,944,Chirurgie,5,Services et établissements médicaux
1106,945,Illustrations et photos médicales,4,Littérature et ressources médicales
1173,946,Empoisonnements et overdoses,4,Santé publique
1172,947,Santé publique,3,nul
867,948,Chambres et salles de bain,3,nul
876,949,Services et articles de nettoyage,4,Employés de maison
890,950,Outils électriques et de construction,4,Travaux d'intérieur
861,951,Articles de cuisine et de repas,3,nul
885,952,Piscines et spas,3,nul
879,953,Jardins et terrasses,3,nul
946,954,Énergie nucléaire,4,Énergie et services collectifs
975,955,Industrie de l'accueil,3,nul
979,956,Planification d'événements,4,Industrie de l'accueil
976,957,Industrie de la restauration,4,Industrie de l'accueil
349,958,Emploi et enseignement,2,nul
354,959,Ressources et outils de planification de carrière,4,Emploi
353,960,Offres d'emploi,4,Emploi
351,961,CV et books,4,Emploi
791,962,Ambassades et consulats,4,Administrations
802,963,Pouvoir exécutif,4,Administrations
803,964,Pouvoir législatif,4,Administrations
795,965,Organisations multilatérales,4,Administrations
793,966,Gouvernements nationaux et locaux,4,Administrations
818,967,Droit constitutionnel et droits civiques,4,Droit
250,968,Loi sur la conduite en état d'ébriété,4,Codes de la route et règles de conduite
828,969,Services juridiques,4,Droit
827,970,Responsabilité du fait des produits,4,Droit
335,972,Mondes virtuels,3,nul
523,973,Communautés expatriées,4,Groupes ethniques et identitaires
502,974,Adoption,6,Famille et relations personnelles
565,975,Sceptiques et non-croyants,4,Religions et croyances
538,976,Droits génésiques,4,Problèmes sociaux et militantisme
441,977,Occasions spéciales,3,nul
337,978,Partage d'images et de photos,4,Partage de photos et vidéos
338,979,Partage de vidéos,4,Partage de photos et vidéos
1058,980,Références générales,3,nul
1193,981,Faune et flore,4,Biologie
1195,982,Génétique,4,Biologie
1298,983,Vêtements de sport,4,Habillement
1293,984,Vêtements confortables,4,Habillement
1300,985,Vêtements pour enfants,4,Habillement
1284,986,Sacs à main et porte-monnaie,5,Habillement
1282,987,Montres,5,Habillement
1287,988,Costumes,4,Habillement
1288,989,Lunettes,4,Habillement
1299,990,Vêtements habillés,4,Habillement
1285,991,Chapeaux,4,Habillement
1302,992,Vêtements pour hommes,4,Habillement
1295,993,Vêtements d'extérieur,4,Habillement
1297,994,Vêtements de nuit,4,Habillement
1296,995,Vêtements de bain,4,Habillement
1292,996,Uniformes et vêtements professionnels,4,Habillement
1301,997,Vêtements pour femmes,4,Habillement
1397,998,Sports virtuels,3,nul
430,999,Aviation de loisirs,3,nul
1383,1000,Sports individuels,3,nul
1362,1001,Sports d'équipe,3,nul
404,1002,Activités nautiques,3,nul
1399,1003,Bagages et accessoires de voyage,3,nul
1417,1004,Voyages à thème,3,nul
1419,1005,Écotourisme,4,Voyages à thème
1408,1006,Sites et bâtiments historiques,4,Destinations touristiques
1406,1007,Parcs régionaux et jardins publics,4,Destinations touristiques
1405,1008,Parcs à thème,4,Destinations touristiques
66,1009,"Zoos, aquariums et réserves",4,Faune
1414,1010,Services et agences de voyages,3,nul
1411,1011,Guides et carnets de voyages,3,nul
359,1012,Crèches et jardins d'enfants,4,Enseignement
321,1013,Véhicules anciens,3,nul
1071,1014,Guides citadins et locaux,4,Références géographiques
356,1015,Associations et rassemblements d'anciens élèves,4,Enseignement
432,1016,Bowling,3,nul
1368,1017,Handball,4,Sports d'équipe
1416,1019,Séjours touristiques,4,Services et agences de voyages
171,1020,Musique religieuse,4,Musique et audio
170,1021,Musique pop,4,Musique et audio
168,1022,Musique expérimentale et industrielle,4,Musique et audio
169,1023,Musique folk et traditionnelle,4,Musique et audio
203,1024,Technologie et équipements musicaux,4,Musique et audio
205,1025,"Équipements, ressources et services de DJ",5,Musique et audio
210,1026,Technologie d'enregistrement audio,5,Musique et audio
193,1027,Références musicales,4,Musique et audio
194,1028,Composition musicale et théories de la musique,5,Musique et audio
174,1030,Rap et hip-hop,5,Musique et audio
187,1031,Reggae et musique caribéenne,5,Musique et audio
186,1032,Musique sud-asiatique,5,Musique et audio
180,1033,Musique est-asiatique,5,Musique et audio
179,1034,Musique arabe et moyen-orientale,5,Musique et audio
198,1035,Hard-rock et rock progressif,5,Musique et audio
199,1036,Métal (musique),5,Musique et audio
202,1037,Vieux classiques du rock,5,Musique et audio
200,1038,Musique indie et alternative,5,Musique et audio
176,1039,Soul et R&B,5,Musique et audio
162,1040,Blues,5,Musique et audio
201,1041,Punk (musique),5,Musique et audio
597,1043,Nintendo,5,Électronique grand public
598,1044,Sony PlayStation,5,Électronique grand public
599,1045,Xbox,5,Électronique grand public
596,1046,Consoles de jeux portables,5,Électronique grand public
141,1047,Comédies (films TV),4,Humour
237,1048,Talk-shows,5,TV et vidéo
233,1049,Émissions de télé-réalité,5,TV et vidéo
235,1050,Jeux télévisés,5,TV et vidéo
239,1055,Spots TV,4,TV et vidéo
307,1056,Pick-up,4,Pick-up et véhicules tout terrain
308,1057,SUV,4,Pick-up et véhicules tout terrain
306,1058,Fourgons et fourgonnettes,4,Pick-up et véhicules tout terrain
256,1059,Bentley,4,Marques automobiles
258,1060,Buick,4,Marques automobiles
264,1061,Ferrari,4,Marques automobiles
270,1062,Hummers,4,Marques automobiles
273,1063,Jaguar,4,Marques automobiles
276,1064,Lamborghini,4,Marques automobiles
277,1065,Land Rover,4,Marques automobiles
280,1066,Maserati,4,Marques automobiles
284,1067,Mini,4,Marques automobiles
292,1068,Rolls-Royce,4,Marques automobiles
298,1069,Scion,5,Marques automobiles
296,1070,Suzuki,4,Marques automobiles
725,1071,Smartphones,5,Appareils mobiles et sans fil
129,1072,Films documentaires,4,Films
1396,1073,Sports universitaires,3,nul
1407,1074,Plages et îles,4,Destinations touristiques
806,1075,Tribunaux et système judiciaire,4,Administrations
1029,1076,Signalétique,4,Services professionnels
17,1077,Actualités sportives,3,nul
453,1078,Noël,6,Occasions spéciales
451,1079,Halloween,5,Occasions spéciales
476,1080,Annonces immobilières,3,nul
482,1081,Propriétés de villégiature et multipropriété,3,nul
1359,1082,Encadrement et entraînements sportifs,3,nul
1229,1083,Produits dérivés et objets de collection dans le domaine du sport,4,Articles de sport
1068,1084,Références géographiques,3,nul
74,1085,Annuaires et programmes des salles de cinéma,4,Agendas et événementiel
79,1086,Festivals de cinéma,4,Agendas et événementiel
159,1087,Cours de musique,4,Musique et audio
655,1088,PAO,5,Logiciels
651,1089,Logiciels de musique et audio,5,Logiciels
649,1090,Lecteurs audio et vidéo,5,Logiciels
204,1091,Bibliothèques de sons et samples,5,Musique et audio
652,1092,Formats de fichiers audio et codecs,6,Logiciels
1084,1093,Philosophie,4,Sciences humaines
117,1094,Drames,4,Films
115,1095,Comédies,4,Films
131,1096,Films policiers et thrillers,4,Films
122,1097,Films d'action et d'aventure,4,Films
120,1098,Films muets,5,Films
125,1099,Westerns,5,Films
124,1100,Films de superhéros,5,Films
123,1101,Films d'arts martiaux,5,Films
119,1102,Films classiques,4,Films
121,1103,Films cultes et indépendants,4,Films
89,1104,Films d'animation,4,Bandes dessinées et animations
130,1105,Films musicaux,4,Films
134,1106,Références cinématographiques,4,Films
135,1107,Présentations et critiques de films,5,Films
133,1108,Prix pour le cinéma et la télévision,4,Films
634,1109,Applications et extensions pour mobiles,4,Logiciels
234,1110,Émissions TV pour la famille,5,TV et vidéo
232,1111,Programmes TV sur le milieu judiciaire et la délinquance,6,TV et vidéo
236,1112,Programmes TV de science-fiction et fantastique,5,TV et vidéo
151,1113,Prix musicaux,5,Industrie du divertissement et des loisirs
150,1114,Labels d'enregistrement,5,Industrie du divertissement et des loisirs
149,1115,Industrie musicale,4,Industrie du divertissement et des loisirs
146,1116,Industrie du cinéma et de la télévision,4,Industrie du divertissement et des loisirs
148,1117,Production TV et cinématographique,5,Industrie du divertissement et des loisirs
367,1118,Enseignement spécialisé,4,Enseignement
1409,1119,Stations de ski,4,Destinations touristiques
1404,1120,Lacs et fleuves,4,Destinations touristiques
548,1121,Syndicats et mouvement syndical,5,Problèmes sociaux et militantisme
458,1122,Saint-Valentin,5,Occasions spéciales
454,1123,Pâques,6,Occasions spéciales
455,1124,Jours fériés juifs,5,Occasions spéciales
459,1125,Thanksgiving,5,Occasions spéciales
1391,1126,Skateboard et rollers,4,Sports individuels
539,1127,Faim et pauvreté,4,Problèmes sociaux et militantisme
496,1131,Famille et relations personnelles,3,nul
499,1132,Famille,4,Famille et relations personnelles
510,1133,Mariage,4,Famille et relations personnelles
497,1134,Amitié,4,Famille et relations personnelles
509,1135,Histoires d'amour,4,Famille et relations personnelles
1059,1136,Archives publiques,4,Références générales
1065,1137,Formulaires juridiques,5,Références générales
960,1138,Finance d'entreprise,3,nul
961,1139,Banque d'affaires,4,Finance d'entreprise
247,1140,Bateaux et embarcations,3,nul
1225,1141,Robotique,4,Technologie et ingénierie
739,1142,Outils en ligne et applications Web,3,nul
1320,1143,Supports de divertissement,3,nul
1322,1144,Location de supports de divertissement,4,Supports de divertissement
138,1145,Location de cassettes vidéo et DVD,5,Films
785,1146,Vendeurs de jeux vidéo,4,Jeux vidéo et informatiques
246,1147,Avions personnels,3,nul
1375,1148,Ski et snowboard,4,Sports d'hiver
1374,1149,Patin à glace,4,Sports d'hiver
1041,1150,Distribution de colis et de courriers,4,Transport et logistique
955,1152,Traitement des fluides,4,Équipements et matériaux industriels
892,1153,Plomberie,4,Travaux d'intérieur
1334,1155,Mode et mannequinat,4,Mode et tendances
621,1157,Systèmes home cinéma,5,Électronique grand public
605,1158,Haut-parleurs,5,Électronique grand public
898,1159,Activités commerciales,3,nul
964,1160,Prêts commerciaux,4,Finance d'entreprise
792,1161,Finances publiques,4,Administrations
1000,1162,Conseil,4,Services professionnels
15,1163,Marchés financiers,4,Actualités financières
13,1164,Actualités économiques,4,Actualités financières
14,1165,Actualités fiscales,4,Actualités financières
540,1166,Logement et développement,4,Problèmes sociaux et militantisme
99,1167,Peinture,4,Design et arts visuels
1216,1168,Sciences de la Terre,3,nul
1218,1169,Paléontologie,4,Sciences de la Terre
720,1170,Accessoires Bluetooth,5,Appareils mobiles et sans fil
719,1171,Accessoires pour appareils sans fil et mobiles,4,Appareils mobiles et sans fil
111,1173,Jeux sur la mode et l'habillement,4,Divertissement et infos diverses
112,1174,Quizz divertissants et enquêtes décalées,4,Divertissement et infos diverses
889,1175,Couverture,4,Travaux d'intérieur
965,1176,Impression et PAO,3,nul
855,1177,Ressources pour rédacteurs,3,nul
479,1178,Immobilier commercial et d'investissement,3,nul
10,1179,Actualités des entreprises,4,Actualités financières
142,1180,Humour politique,4,Humour
831,1181,Criminalité financière,5,Sécurité publique
731,1182,Équipement radio,4,Équipement de communication
851,1183,Littérature pour enfants,3,nul
850,1184,Littérature classique,3,nul
82,1185,Opéra,4,Arts du spectacle
192,1186,Talk-show radio,5,Musique et audio
238,1187,Références et guides TV,4,TV et vidéo
310,1188,Électronique automobile,4,Pièces et accessoires pour véhicule
313,1189,Systèmes vidéo pour voiture,5,Pièces et accessoires pour véhicule
252,1190,Industrie de l'automobile,3,nul
328,1191,Vélos et accessoires,3,nul
594,1192,Accessoires électroniques,4,Électronique grand public
229,1193,Drames (films TV),5,TV et vidéo
231,1194,Programmes TV sur l'univers médical,6,TV et vidéo
97,1195,Enseignement artistique,4,Design et arts visuels
1357,1198,Compétitions sportives internationales,3,nul
926,1199,Associations professionnelles et corporations,3,nul
995,1200,Création d'entreprise,4,Petites entreprises
26,1201,Opinions et commentaires,4,Politique
25,1202,Enquêtes et sondages politiques,4,Politique
24,1203,Critiques et groupes de vigilance,4,Politique
19,1204,Journalisme et secteur de l'information,3,nul
526,1205,Discrimination et relations identitaires,4,Groupes ethniques et identitaires
1382,1206,Courses automobiles illégales,4,Sports extrêmes
1381,1207,Cascades et exploits dangereux,4,Sports extrêmes
178,1208,Musique africaine,5,Musique et audio
16,1209,Actualités internationales,3,nul
1232,1210,Brocantes et marchés aux puces,3,nul
1129,1211,ORL,4,Maladies
320,1212,Scooters et cyclomoteurs,3,nul
248,1213,Camping-cars et véhicules aménagés,3,nul
322,1214,Véhicules commerciaux,3,nul
323,1215,Poids lourds et semi-remorques,4,Véhicules commerciaux
317,1216,Moteurs et transmissions,4,Pièces et accessoires pour véhicule
314,1217,Extérieur automobile,4,Pièces et accessoires pour véhicule
316,1218,Intérieur automobile,4,Pièces et accessoires pour véhicule
1330,1219,Concours de beauté,3,nul
1335,1220,Procédures cosmétiques,3,nul
804,1221,Renseignement et anti-terrorisme,4,Administrations
214,1222,Galeries d'images en ligne,4,Supports en ligne
333,1223,Clipart et GIF animés,4,Cadeaux en ligne
1146,1224,Lunettes et lentilles de contact,4,Ophtalmologie
1279,1225,Grossistes et liquidateurs,3,nul
1196,1226,Neurosciences,4,Biologie
1201,1227,Informatique,3,nul
1290,1228,Services d'habillement,4,Habillement
1203,1229,Cours d'informatique,4,Informatique
429,1230,Arts textiles,4,Artisanat
508,1231,Noms de bébés et d'animaux de compagnie,5,Famille et relations personnelles
891,1232,Peinture et produits de finition pour la maison,4,Travaux d'intérieur
1072,1233,Références techniques,3,nul
738,1234,Recherche de personnes,4,Moteurs de recherche
1095,1235,Stéroïdes et produits dopants,4,Abus de substances illégales ou toxiques
1156,1236,Amélioration des performances sexuelles,4,Santé génésique
1096,1237,Tabac et arrêt du tabac,4,Abus de substances illégales ou toxiques
1140,1238,Nettoyage du corps et désintoxication,4,Médecines douces et naturelles
1139,1239,Acupuncture et médecine chinoise,4,Médecines douces et naturelles
12,1240,Résultats financiers des entreprises,5,Actualités financières
11,1241,Fusions-acquisitions,5,Actualités financières
175,1242,Reggaetón,5,Musique et audio
84,1243,Théâtre musical et comédies musicales,4,Arts du spectacle
143,1244,Satires et parodies,4,Humour
1426,1245,Navettes et stationnement dans les aéroports,4,Voyages aériens
449,1246,Carnaval et Mardi gras,5,Occasions spéciales
810,1247,Armée de l'air,4,Armée
811,1248,Armée de terre,4,Armée
814,1249,Marine nationale,4,Armée
812,1250,Fusiliers marins,4,Armée
566,1251,Scientologie,4,Religions et croyances
1214,1252,Statistiques,4,Mathématiques
2,1253,Actualités de la santé,3,nul
1219,1254,Sciences de l'atmosphère,4,Sciences de la Terre
1199,1255,Changement climatique et réchauffement de la planète,4,Écologie et environnement
3,1256,Politique sanitaire,4,Actualités de la santé
519,1257,Asiatiques et diasporas,4,Groupes ethniques et identitaires
570,1258,Traditions païennes et ésotériques,4,Religions et croyances
6,1259,Scandales et enquêtes,4,Actualités des journaux populaires et tabloïds
513,1260,Relations conflictuelles,4,Famille et relations personnelles
511,1261,Divorces et séparations,5,Famille et relations personnelles
1123,1262,Parasites et parasitoses,5,Maladies
1176,1263,Vaccins et immunisations,4,Santé publique
1077,1264,Ressources relatives aux langues étrangères,4,Ressources linguistiques
1079,1265,Outils et ressources de traduction,5,Ressources linguistiques
368,1266,Étude des langues étrangères,4,Enseignement
244,1267,"Caractéristiques, avis et comparatifs de véhicules",4,Achat de véhicules
245,1268,Consommation de carburant et prix de l'essence,4,Achat de véhicules
315,1269,Huiles et carburants pour véhicules,4,Pièces et accessoires pour véhicule
450,1270,Fêtes et anniversaires,5,Occasions spéciales
457,1271,Nouvel an,5,Occasions spéciales
820,1272,Droit des affaires,4,Droit
1360,1273,Événements sportifs,3,nul
452,1274,Jours fériés chrétiens,5,Occasions spéciales
456,1275,Jours fériés musulmans,5,Occasions spéciales
435,1276,"Concours, prix et trophées",3,nul
674,1277,Tablettes PC,5,Matériel informatique
65,1278,Insectes et entomologie,4,Faune
700,1279,RPV et accès distant,4,Mise en réseau
537,1280,Droits de l'Homme et libertés,4,Problèmes sociaux et militantisme
549,1281,Questions relatives à la confidentialité,4,Problèmes sociaux et militantisme
382,1282,Bourse et aides financières,3,nul
387,1283,Planification fiscale et établissement de déclarations fiscales,4,Comptabilité et audit
833,1284,Prisons et centres éducatifs fermés pour délinquants,5,Sécurité publique
189,1285,Pop latino-américaine,4,Musique et audio
185,1286,Salsa et musique tropicale,6,Musique et audio
182,1287,Musique brésilienne,6,Musique et audio
813,1288,Histoire militaire,4,Armée
373,1289,Publications et conférences universitaires,4,Enseignement
763,1290,Jeux et activités pour la famille,3,nul
132,1291,Films tous publics,4,Films
859,1292,Petit électroménager,4,Appareils ménagers
858,1293,Gros électroménager,4,Appareils ménagers
249,1294,Codes de la route et règles de conduite,3,nul
564,1296,Lieux de culte,4,Religions et croyances
699,1298,Informatique parallèle et distribuée,4,Mise en réseau
1202,1299,Apprentissage automatique et intelligence artificielle,4,Informatique
592,1300,CAO et FAO,3,nul
541,1301,Mariage homosexuel,4,Problèmes sociaux et militantisme
573,1302,Études de communication,4,Sciences sociales
574,1303,Art oratoire,5,Sciences sociales
498,1304,Éthique-,4,Famille et relations personnelles
407,1305,Plongée et activités sous-marines,4,Activités nautiques
1049,1306,Stationnement,4,Transport et logistique
949,1307,Recyclage,5,Énergie et services collectifs
369,1308,Études à l'étranger,4,Enseignement
992,1309,Programmes et cartes de fidélité,5,Marketing et publicité
116,1310,Comédies romantiques,4,Films
773,1311,Jeux d'action et de plate-forme,4,Jeux vidéo et informatiques
832,1312,Gangs et crime organisé,5,Sécurité publique
542,1313,Politique d'immigration et problèmes frontaliers,4,Problèmes sociaux et militantisme
550,1314,Règles et lois relatives à la drogue,4,Problèmes sociaux et militantisme
469,1315,Formats de fichiers vidéo et codecs,5,Photographie et arts numériques
796,1316,Politique publique,4,Administrations
302,1317,Microvoitures et citadines,3,nul
689,1318,Lecteurs Flash et cartes mémoire,5,Matériel informatique
687,1319,Lecteurs de carte mémoire,5,Matériel informatique
686,1320,Disques durs,5,Matériel informatique
688,1321,Lecteurs et graveurs de CD et DVD,5,Matériel informatique
693,1322,Supports de stockage CD et DVD,5,Matériel informatique
691,1323,Récupération et sauvegarde des données,5,Matériel informatique
629,1324,Lecteurs de livres électroniques,5,Électronique grand public
207,1325,Guitares,6,Musique et audio
208,1326,Pianos et claviers,6,Musique et audio
209,1327,Tambours et percussions,6,Musique et audio
1116,1328,Maladies endocriniennes,4,Maladies
1118,1329,Maladies thyroïdiennes,5,Maladies
676,1330,"Imprimantes, photocopieurs et télécopieurs",5,Matériel informatique
679,1331,Photocopieurs,6,Matériel informatique
681,1332,Télécopieurs,6,Matériel informatique
677,1333,Encre et toner,6,Matériel informatique
617,1334,Écrans et rétroprojecteurs,5,Électronique grand public
1401,1339,Covoiturage,3,nul
569,1340,Théologie et étude des religions,4,Religions et croyances
386,1341,Logiciels de finances et comptabilité,4,Comptabilité et audit
772,1342,Émulation de jeux vidéo,4,Jeux vidéo et informatiques
783,1343,Médias et références sur le jeu,4,Jeux vidéo et informatiques
643,1344,Tableurs,5,Logiciels
642,1345,Logiciels de traitement de texte,5,Logiciels
641,1346,Logiciels de présentation,5,Logiciels
1047,1347,Garde-meubles,4,Transport et logistique
886,1348,Rangements et étagères,3,nul
944,1349,Approvisionnement et traitement de l'eau,4,Énergie et services collectifs
1097,1350,Traitement de l'alcoolisme et de la toxicomanie,4,Abus de substances illégales ou toxiques
1094,1351,Dépistage de l'alcoolisme et de la toxicomanie,4,Abus de substances illégales ou toxiques
485,1352,Technologies assistives,4,Besoins des personnes handicapées et besoins particuliers
486,1353,Équipement et accessoires de mobilité,5,Besoins des personnes handicapées et besoins particuliers
626,1354,TV HD,6,Électronique grand public
623,1355,Téléviseurs à écran plasma,6,Électronique grand public
625,1356,Téléviseurs LCD,6,Électronique grand public
624,1357,Téléviseurs à rétroprojection,6,Électronique grand public
640,1358,Logiciels de planification et de calendrier,5,Logiciels
639,1359,Logiciels de gestion de projets,5,Logiciels
901,1360,Gestion de projets,5,Activités commerciales
98,1361,Fournitures pour l'artisanat d'art,4,Design et arts visuels
884,1362,Tapis,4,Mobilier de maison
882,1363,Horloges,4,Mobilier de maison
866,1364,Buanderie,3,nul
872,1365,Salle de bains,4,Chambres et salles de bain
868,1366,Chambre,4,Chambres et salles de bain
870,1367,Lits et têtes de lit,5,Chambres et salles de bain
871,1368,Matelas,5,Chambres et salles de bain
869,1369,Literie et linge de maison,5,Chambres et salles de bain
881,1370,Canapés et chaises,4,Mobilier de maison
860,1371,Purificateurs et filtres à eau,4,Appareils ménagers
877,1372,Jardin d'enfants et salles de jeu,3,nul
865,1373,Coutellerie et accessoires de découpe,5,Articles de cuisine et de repas
503,1374,Bébés et tout-petits,6,Famille et relations personnelles
968,1375,Cartes de visite et papeterie,5,Impression et PAO
1393,1376,Tennis,5,Sports individuels
287,1377,Infiniti,5,Marques automobiles
272,1378,Isuzu,4,Marques automobiles
729,1379,SMS et messagerie instantanée,4,E-mail et messagerie
325,1380,Véhicules électriques et rechargeables,4,Véhicules hybrides et alternatifs
348,1381,Microblogs,4,Services et ressources de création de blogs
723,1382,Systèmes d'exploitation pour mobile,4,Appareils mobiles et sans fil
466,1383,Objectifs pour appareils photo,6,Photographie et arts numériques
467,1384,"Jumelles, télescopes et appareils optiques",5,Photographie et arts numériques
789,1385,Achats et passation de marchés publics,4,Administrations
794,1386,Lobbying,4,Administrations
790,1387,Agences gouvernementales,4,Administrations
370,1388,Formation et certification,4,Enseignement
1418,1389,Agritourisme,4,Voyages à thème
1421,1390,Visites touristiques,4,Voyages à thème
1420,1391,Oenotourisme,4,Voyages à thème
1415,1392,Offices du tourisme et syndicats d'initiative,4,Services et agences de voyages
616,1393,Décodeurs et magnétoscopes numériques,5,Électronique grand public
619,1394,Lecteurs et enregistreurs Blu-Ray,6,Électronique grand public
620,1395,Lecteurs et enregistreurs DVD,6,Électronique grand public
607,1396,Oreillettes,5,Électronique grand public
764,1397,Dessin et coloriage,4,Jeux et activités pour la famille
